text,toxic
"Ой, Китайський привіт не люблю :(",0
"Цієї ночі снилося, що знову сижу на лінії тех. підтримки.",0
"Ну типу те, що комусь погано, не дає право зганяти злість на інших.",0
"передавай обійми Вікусі, якщо вона теж там, серед тих 16 оthеrs  (:",0
За 10 хвилин стояння коло пікчі встигла почути навіть ломану російську інтерпретацію вустами китайця.,0
Брексіт якось вплине на працевлаштування з материка? там в основному в цьому проблема,0
"Ну його нафіг  Староста пише посеред канікул  Свят, свят, свят",0
"Хочете чистий Париж без емігрантів, їдьте…",0
"Моя вечеря, коли ""блін, щось таке хочу, але шо..... блін шо я хочу більше, блін""",0
А саме тоді мені найдужче хочеться грати.,0
"Відлинювала від прибирання, жуючи мандарини.",0
Я просто хочу всьо його бабло,0
"Цілий день на підборах то щось ніфіга не весело, прямо бажання вмерти з'явилось",0
"Була в одного, послали до іншого.",0
"Якось так, не знаю чи ти зрозумієш суть моїх слів.",0
"Це Таня Ричкова чи фонд ""Таблеточки"", чи друзі, чи Притула.",0
Тіпа капєц кидай всьо бягі мене развлєкать.,0
"- О, цієї фобії у тебе точно немає.",0
"Шо б ти не сказав, хтось завжди буде незадоволений.",0
Смішний чи серйозний - то все одно.,0
"Навіть подумую так доцю назвати, як буде :)",0
"Може, це прозвучить дивно, але я дуже люблю громадський транспорт.",0
"Кароч, чергова хрєнь, яку придумав мій мозок.",0
В харківській Корові три роки тому смачнюче їла.,0
Той мерзотний запах ще тиждень не зійде,0
Хочу скільки як в інстаблогересс - переїдати половиною яблука.,0
Сиджу  в позі гопніка під дверима і їм сосиску.,0
"Зогляду на все, ємність ринку в нас ок",0
і нема лєктора і моськи блад. хештеги аувасвстокгольмітакогонепоказують танянарубайдрова,0
Нарахувала близько 30-ти лебедів на Дніпрі.,0
а оппоблок будуть виконавцями цієї почесної місії,0
"І ще про людей, тож потерпіть трохи, будь ласка.",0
"Дайте мені точку опори, і я зроблю з неї привід випити.",0
Зараз з фіолетового є лише вони.,0
"так в тому то і проблема, що ці формати я використовую паралельно.",0
"Я тут збиралася спати, бо в мене завтра іспит.",0
"А я до слова норм ставлюсь, а от до самих мєропріятій...",0
Ну а я люблю морди бити))),0
Так а таки що там з прослуховуванням Сінагоги молодими сцитнєковцями?,0
Сходив подивитись що там задвігає Айдар під міноборони.,0
не варто ставити гомосексуалістів ув один ряд із наркоманами й алкоголіками,0
"(@ Мапа / Mapa in Львів, Львівська обл.)",0
"Все добре) Шостка, Сумська обл. А ти?",0
"Скажи, шо ми мужиків приведемо.",0
Люблю мацати дівчаток за балабончики на шапках.,0
"Тепер ще й паблік УЗ вконтакті перепостив))) Мушу визнати - чудовий матеріал, Петре)",0
"Я п'ю імет, то як дабл ібупрофен",0
"яка стадія? вже ""до дірок"" чи ще ""все підряд""? :)",0
"Повторюю, то вам батюшка гріхи відпустив одним махом.",0
"Cтрасті Христові (режисер - Крейда Гібсон) на великому екрані улюбленої ""Кінопанорами"", 16/04, 16:00.",0
Спочатку ти пишеш неоднозначний твіт про мову.,0
"Зовні готель нічим особливим не виділяється, а ось всередині самі можете подивитись на фото).",0
"- Я поняла, шо у мене нема типу.",0
Виглядає над долину Місяць-Ростик з-за гори.,0
Я ще в житті такої смачної не пила!,0
А там в чувака статуетка з 11 Доктором і на шиї метелик.,0
"Люблю, коли поїздка перезавантажує і трохи чистить думки.",0
"Подивилася з малою останню частину ""Сутінків"".",0
За що я люблю Vivienne Mort - то це за їхні тексти.,0
"Ми таки щось здобули, браття і сестри!",0
"Але я подумаю, як не буде варіантів.",0
От смерть від таблеток для мене дуже ймовірна,0
Ще парочка квитків на шару і я полюблю футбол),0
серед переліку холодних салатів - теплий салад. непорядок,0
"І зауважила, що десь зникла моя улюблена сукня - а вона доволі об‘ємна і помітна.",0
"Ех, можна мені чудо-маску від усіх проблем зі шкірою?",0
"Китайці, нагадаю, купували ""Варяг"" під казино.",0
"Хлоп,  що в мене закохався,  виявився свідком єгови.",0
"Одна справа ненависть до ворога, який зі зброєю чи...",0
І чи не вперше я зроблю такий анфолов публічним.,0
"За два дні після оголошення ходи в президенти, до кампанії ""команда Зе"" приєдналось 200 000+ людей.",0
Мені пахне печеними яблуками і булочками з корицею.,0
"Хороша новина, що він лежить в коридорі, а не безпосередньо в душі",0
Скідаю фотку шо подружка подарила лікьор Мама :  3.,0
"А чорноротий люмпен, що жадав скалєнії – додихає.",0
-На машині?  ... - та ти на пару встигнеш ..,0
Його важко не помітити і він завжди додає +100балів до настрою.,0
"Якщо випадкова вагітність, то в чому проблема її перервати?",0
ЦЕ БУЛО ВАЖКО ТРИМАТИ В СОБІ!,0
"А мама мені з порогу:'Кать,ты что-то употребляєш?',а все через мої очі(",0
Отримала фотки нашо сім'ї від  Віка!,0
"Черниш знає, як мене треба обробляти.",0
Але всі симптоми стокгольмського синдрому на місці.,0
"- взагалі то, там сидить твоя підписниця.. - шооо?",0
"Біль, коли трояндове стебло із шипами зі всієї швидкості завалило тобі в долоню.",0
Хіба тобі невзападло рахувать три чи не три одписалося?,0
"ну я його бачив, але думав ше в чомусь особливість) Тоді фігач)",0
"запєлі, 1 день вистачило Бродецькому щоб за бабло невідомі твіттери піарити",0
"Де себе подіти, якщо музикант поїхав?",0
"О_О ""На кордоні Чернівецької та Івано-Франківської областей прокинувся вулкан"".",0
Ніколи не кажіть 'мені б твої проблеми'.,0
"А я зроблю бухлішко-бота, що моніторитиме знижки на алкоголь",0
"Блін, що теж Шевучуків любиш?)",0
Ґуґл вже майже півроку ніяк не може це виправити.,0
Ноги і роги вже є :),0
приєднуйся якось) (в тебе гарний бложик),0
"*якби ж ти тік знала, що я вибухав вночі, лол*",0
"ну я теж сирими їх люблю, але от вирішила спробувати) п.с. знаю, шо ти банани не любиш)",0
Але давньоримські терми крутіше за таку діжку =)),0
Санкт-Петербург идет ко дну и приближается восток..,0
"По суті, покарання за богохульство-то вже богохульство.",0
"ДАІшники наближаються до лідерства у списку “улюбленців“ народу, впевнено наступаючи на п’яти беркутятам, тітушкам та регіоналам.",0
"Я люблю чорний гумор, а його справді не всі розуміють)",0
На чому базується ненависть до людей з вадами?,0
Фінал Ліги Чемпіонів - то не для ніщєбродів.,0
Тортури прибиранням тривають вже 5-ту годину :),0
"Єдина проблема кожного ранку - придумати новий аргумент, навіщо мені потрібно прожити ще й сьогодні.",0
То на публіку я пишу просто,0
"Цікаво чому кожного разу перед відпусткою на роботі срака, ще й така непердбачувана",0
ахахаха я і так люблю життя так що все буде навпаки,0
Час мандрувати у царство сновидінь) Нехай вам насниться герой з улюбленої книги) P.S.А я побігла до містера Дарсі^^,0
"На ""Арсенальній"" грає кода із ""Лускунчика"" козака Чайки, 10ник згадує дєцтво, Кулішка підсміхується #кусятник #КиївЗараз",0
"Почуваюся Мойсеєм, який нарешті виблукав з пустелі))",0
"Не,то тільки кастрюля так вимазана була =)) я її облизувала ))",0
"#моє вперше Цей 7777й твiт присвяцую, усiм кого я люблю.",0
"Від чувака так штиняє, наче він вмер і вже почав розкладатись.",0
Подарувати Укрзалізниці каталог середнього зросту дорослої людини.,0
"Ті хто собі веселяться норм, не зважають на інших.",0
Гублюся у сотні варіантів смішних відповідей.,0
"Згадала, шо Діма читає мене в твіттері, тільки не знаю з якого аккаунту.",0
"Як же я люблю, коли мені шепочуть щось на вушко.",0
"А ше після документалки про Північну Корею, приснилося, що я вштабі спротиву диктатору й підриваю ліфти.",0
"Верхня м'яка кишенька - для окулярів, айфона і всього, що легко дряпається, казали вони.",0
"Коли ти успішно закрив цей предмет в Україні, але доводиться відсиджувати його тут ще раз.",0
Не люблять мене - не люблю себе я.,0
Ходити б і вилазити на дахи цих старих будинків.,0
"- Хочеш - приходь, хочеш - не приходь.",0
"Дощ іде, десь такий і настрій :((",0
Ціна 230₴ але хз як то рахують.,0
ДрібноМʼякі загнуться якщо зроблять офіс безкоштовним.,0
"Коли ви останній раз читали новини про те, що руські знайшли розгінні блоки своєї ракети?",0
Мої предки владали землею —  їм належала ця земля.,0
Не суди по собі - найчастіше так і відбувається.,0
#ЛяВорк Посеред робочого дня Женя кудись зібрався: - що тікаєш з корабля? - ти що мене щойно образила?,0
Я інженер аналітик із семирічним досвідом роботи...,0
"Одразу прошу пробачення, але мені не дає спокою одна думка.",0
"Моє ""ні"" - це ""ні"" !",0
Богдан: *запалює цигарку* провідниця: час заходити.,0
Чому мені раніше про це не сказали!?,0
"Но в мене достатньо тіла і вище колін, щоб я не особливо через це страждала.",0
"Не подумала би раніше, що так люблю сніг.",0
"Чудовий вечір, по келиху вермута за іменинницю,пісні під гітару...люблю такі посиденьки))",0
"а на моє завжди дощ іде, поки мала була теж плакала, а підросла - змирилася)",0
"#ЛяЗберігає  Бож, я і так нічого не розумію, боюся, що не люблю, а мені це ще й доводять...",0
Справедливості заради: мене нервує більша частина людства.,0
все не виходить з голови розмова ...з другом? не знаю чи і друг. особлива людина в житті.,0
"Одним словом не сподобалася, коли їси викликає блювотний рефлекс :(",0
де можна крім ласта глянути найближчі концерти найближчого серцю виконавця в найближчих містах?,0
І ніхуяшеньки їй за те не буде.,1
"Я знала, що вся ця шобла зараз активізується.",1
"Адже зовнішність людини ніяк не винна, що вона в душі просто уєбан.",1
"а цитую ""в пізду м'ютити"" культурно?)",1
Найгірші відчуття - то коли спадають штани і коли життя котиться в їбєня.,1
"Я сказала ""Ніщо так не зближує, як обісрати приватбанк"".",1
"Препод каже, що то хуйня все і то не то.",1
"так, бля, а це шо за сексизм на рівному місці, я не поняла",1
"Я пішла-полетіла, не проїбіть країну без мене і так далі.",1
"Заїбалась уже ту ініціативу брати, скільки можна?",1
"А зі всіх компліментів які мені казали, це те що я підар",1
Дивлячись на оце ганебне блядство стає більш зрозуміло чому пуштун вихватив по їбалу.,1
Хочу розхуярювати черепи вже трошки менше.,1
"Уйобки, вам тра більше  на аватарки.",1
"Уже уявляю як мені завтра хуйово буде;(((((((( запам‘ятайте мене молодою і гарною, а не запухшою і з мінералкою в руці",1
"- Тоді розписуйся і на кольцо, блять.",1
парасоля ніхуя не помагає дощовик типу не буду йти як лох в кульку тому,1
"Тінкі Вінкі, Діпмі, Ляля, блять хулі так холодно то?!",1
"сука, ненавиджу серіали. і так зле, а тепер ще й реву.  краще б поспати пішла.",1
"Тому як тільки починаєш це відчувати, тікай блять, тікай і не озирайся.",1
"Та нима села такого, шоб прям охуїнне Педоси-одні такії у всій Україні!",1
"сепаратисти в зелло сруться між собою, ололо))",1
Кардинально інше і через таку значну масу бидла зі зброєю страждає весь образ солдата в цілому і атошника зокрема.,1
Ну бо 43 чоловіка - це вже рілі дохєра,1
"Ну тут хуй знає Чесно Як коли, все залежить від історії ЦЬОГО",1
" я в Ірландію хочу дуже, але на літак ніхуя грошей нема.",1
"я вже тоді не витримала, написала одному з них. кажу бля, народ - харош хєрньою займатись",1
"а сісьок в тебе, як не було - так і нема.",1
Ця близькість приведе лиш до неосяжної пизди.,1
"Гм, щось моя хуйня або недостатньо хуйня, або людей таких не існує.",1
"нє іщю льогкіх путєй)  Якщо й сосать, то на БМВ.",1
" всім шлюхам шлюха, я щитаю :DDDDDD дай добряче в диню тому, хто це сказав. ненавиджу, коли таке верзуть -__-",1
"Не можу поповнити картку Приват, тому що я з Криму і без довідки, блять)))))",1
"я слухаю багато дистанційних курсів, та жоден із них поки не навчив мене головного - як спекатися мудаків",1
"Але ж, блять, коли несеш стільки тепла, це мусить бути вартим, але ж не суїциду.",1
"Ето нє твоя війна, раз в жопу на, патом міріца і цяй піть, за рублі нєзазорно дружьіть!",1
"Я роблю вигляд, що все класно, хоча насправді це повний пиздець (Всовую у вуха два навушники, хоча один не працює)",1
"Дуже важко бути депресивною мразіною, якщо ти виглядаєш як весела квіточка.",1
Інакше це блять ніяк не пояснити.,1
трахатися із ол ай нід.,1
І оце така хуйня буде аж до сесії...,1
"Ага, й судячи зі звуків, то пацани там на каблуках їбашать",1
Ой іди в жопу) Люблю тебе все одно,1
"і я, знаєш, виділила собі півгодини часу і написала там, що ви кончені мудаки, я вас всіх ненавиджу""",1
"Дострокові перевибори зараз – це коли того, хто за них топить в сраку їбуть.",1
Саме він) Хоча б заради всіх ахуєнних сцен зі Скарсгардом його треба передивлятись),1
Y: Пезда по відпочинку Х: Що скажете людям?,1
"сьогодні твітор шутіт про гандонів і політиків. а раз у нас це сіравно одне і те ж, то ось тащіть",1
"Ну ясно, курва Будеш ти мені шось писати...ХЄР Я ТОБІ БУДУ, БЛЯ, ВІДПОВІДАТИ!",1
"Так якого, курва, води немає?",1
"Тих, хто стверджує, шо в мене хуйовий характер, я посилаю в хуй :)",1
"блядська доріжка, це та доріжка по якій в вашу квартиру потрапляють ****?",1
"Спітніле їбало, мокрий одяг, опіки й пересохле горло.",1
Увесь твіттер у ваших їбучих котах.,1
" облити цих мудакiв водою, зацитувати Леся i натравити на них якусь бабку-сусiдку)))",1
В черговий раз Маск з своїм Falcon 9 підпалив сраки русні.,1
Щоб тобі курва тим кадилом писок в гімно змішали.,1
"Якщо не бути на місці і постійно щось міняти, то ніфіга не доб'єшся або як мене завуальовано попускає бабця",1
"Добре, найбільш щедро обдаровані з нас врешті решт йдуть нахуй в бан",1
"Прийміть уже закон про оскорблєніє чувств нєвєрующіх, а то захарили тим ісусом в їбло тицяти.",1
"*полнєйший брєд, але по іншому тут буде овердохуя соплів*",1
"от мама зарегається в тві, побачить і нахєр з хати вижене)",1
"А я згадую свої ночні пріключенія з ахуєнними людьми, портвейном і мальборо красними",1
Я вже така уявила тварюку яка відпочиває посеред дороги і думаю оце у вас в гейропі нрави.,1
"Бажання зібрати манатки, викинути телефон (благо в мене є плеєр),купити білет і кудись з'їбатися, бажано до моря і скель.",1
"- Нє, дякую, я ліпше хуї поштурхаю за ваші гроші"".",1
"Так, бо платять гроші Я то впринципі хочу вчитись, але оці мозгойобки.. я не готова.",1
": як би це з хворою спиною лягти правильно Я: ляж на хуй, не помішає",1
я помилилася... гірше Видно ти явно по мені поїхала головою.,1
Блядь як донести людям бодай крихту мізків?,1
"Мене нічо не задіває, я просто натякнув, шо ти написала херню.",1
"та ти блять знущаєшся, як вивчити",1
"Бля, я хочу, але вже не в Києві, ну курва(",1
"Треба і любити і пиздити, сорі)",1
бля та сама ідея була) тільки щоб ніхто не знав що то я))),1
Фу ти що той як його підар?,1
"Незручно, коли ма присилає смску ""Як там моя принцеска?"", а її принцеска дрочить.",1
Навіть в какао пиздячу різні перці і таке все),1
"Не насмоктала, а заробила за особливим методом.",1
Тому що ця йобана влада геть нічого не робе!!1,1
"блядський форсквеа.через нього стосунки з матір'ю знову на межі.кароч,я вчасно звалюю. терпіння мені,терпіння!",1
"Я товаришам обично сіськами не кидаюся, власне кажучи",1
" сука, ти мене смішиш",1
Нахуй вам та русня блядь?,1
"невже я такийдурбецл))) хрестик наводиться, жму, нічого не перетягується, курва))",1
прогулювалася по Хрещатику одні араби і шльондри-офіційно заявляю Я НЕНАВИДЖУ УКРАЇНОК-СЕКСДІВУЛЬ.із-за них нас так і сприймають в світі :(,1
"Розум: Галя, щоб в Україні ти могла далі купувати собі всякі ніштяки, вилазь з ліжка і вйобуй.",1
шо так багато хуйового альо,1
Вже відчуваю наскільки ахуєнним буде цей робочий день.,1
"Та в мене сьогодні бомбіта-день, бляха",1
"Не встидайся своєї зашмарканої душі.То фігня, що вона убога.",1
/ Порошенко піздить не менш як Юля.,1
"Млинці з нутеллою та бананами, сучки  #ням",1
"Блять, баби, сука, чому ви просто не вимрете?",1
у мене на карті теж було. але блять де банкомати де гроші в тих банкоматах?!!,1
"хочу на якийсь потужний концерт, щоб отримати дохрєніща крутих емоцій, які перекриють всю цю хуйню в  жизні. всьо, все сказала.",1
"Власне, пора гасити цей блядський цирк.",1
"Баби, бережіть своїх мущін: спочатку вони з якоюсь курвою музику однакову слухають, а потім трахаються",1
"Як же заєбали ті вічно ниючі про своїх мужиків, які когось там лайкають, баби.",1
"Бо _важливі справи_, часікі то тікают і оте все гівно.",1
Ніколи ще не було так похуй на ака.,1
"тіпа друззя прислали фоти присвячені тому, як вони забули взяти мене з собою в Бук. ублюдки",1
"Я зрозуміла.Були випадки,я непритомніла в метро.Коли я добре почуваюсь,я поступаюсь місцем,коли погано-хай бабки йдуть до сраки.",1
"Та я теж знаю шо ти за уйоба, того теж не сильно горю)))",1
знайшли навушники НТС на лавці.сидимо тягнемо одне на одного.жлоби-ніщєброди),1
"Жарти про сильну й незалежну як жарти про триста: ніби і заїбало, а ніби й відсмокчи у тракториста.",1
"буде сумно якщо проїбуть, це був чи не єдиний крутий серіал",1
"бля, ну як можна захворіти в таку погоду!!!!????",1
Ну от нахєра цим хештегом #ЕсенинФолловитГейпоэзию принижувати великого поета???,1
 спиздила в тебе кілька пісень)) Оця під настрій: Wildways – What You Feel,1
"Коли на питання «чи можна вам заколядувати?» я відповіла, шо «нє, не можна», діти ахуєли.",1
"бляяяяя, я мала прокинутись годину тому -__- чортчортчорт, от довбаний день, і кліп, і всьо так тяжко!!!",1
"І кава хуйня, наче з маку",1
можна просто насрать в кабінці),1
Захист реставраційної ради: піздєц підкрався незамітно.,1
" ну от бля, я вже нити починаю.",1
"Заряджаю телефон, одночасно сижу в Твітері, а цей гімнюк заряджається в іншу сторону.",1
@ Центр Києва забитий нахуй машинами під верх,1
Це не просто гудіння у вухах: це йобнуті думки з розгону влітають до голови.,1
"блекджек і піздялки, хто хоче острих ащушєній вам туди",1
довбанутішого за рен і стімпі годі знайти і по сєй день,1
"Піздєц, я такий безкоштовно могла будь-де знайти",1
"До сраки манери, піду перший.",1
Та ну його все нахуй з такими реверансами.,1
я блятт так погуляв що тепер ходити не можу,1
Моргунов сидить і пизда тішитьсяя.,1
"Шоб тако ""Йобана, я тупе чмо.",1
"я знаю стільки безкультурних мудаків-корінних киян, що вже давно не думаю стереотипами :)",1
Мені подобається навіть читати ваші охуєвші твіти про стендап:),1
"Волина читає мене в тві, бляяя",1
"Да, тобі пізда Забудь де я живу",1
"Єбанутись, а потім розвод через рік, бо заєбались і не нагулялись",1
"Ніколи, чуєте, блять ніколи не їздіть автобусом Київ-Вільнюс.",1
"Взагалі, на русії хєрово все і так було, а тепер на русії ще й бояра.",1
"Ладно, визнаю, помилився 3 довбойобки, а не 2 (тепер це точно про тебе!)",1
"Занадто часто використовую слово блять, блять.",1
"Телефон бореться із моїм синдромом Турета, виправляючи «блядська» на «боярська»",1
"- Поцілуй мене під хвостиком - Це куди, в жопу шолє?!..",1
"Ахахахха да, мене так легко не наєбеш",1
"Вибач, я 175, дуже вимоглива і розумію, що менше 53 тобі нахуй не тре",1
"Фраза вчорашнього вечора :"" Той момент,  коли чіхав пизду і випадково почав дрочити """,1
"Що ти порівнюєш, терпило ти тупориле?",1
"Люблю зустрітись з другом на попіздєть і дійти до того, що дівчата якісь йобнуті",1
А часто ще на різних різні розміри  І хуй поймеш,1
Ryanair - це коли у сраку їбуться.,1
Завод по проізводству сосатєльних хуйов.,1
"Пашол нахуй, далбайоб Нічо ти не шарив",1
" ми, жидохвашисти по другому не можем ніяк – ето навіть всесвітньо відома інфо агєнція Звізда підтвердить, ага.",1
" я заснув о 5:30, поспав годину, прокинувся, хуйово...",1
Та йди ти нахуй з такими реверансами.,1
"Так хулі ти квиток не купила, дура?",1
"Ммм, завтра гавномальчішнік без норм бухлішка, туси, стриптизерок та торта у вигляді сісьок.",1
"Бля беру по книжці в день, на решту забиваю хуй Колись ділила навпіл з сусідами по парті, тепер просто забила",1
іди на хуй :3,1
"Якщо не знаєш, чим зайнятися, то просто їбаш плечі.",1
"Отака я хуйня, зіпсувала новий рiк і собі і людям..",1
"Не усі ж такий люмпен, уйобки.",1
#Хто_рано_встає той у Чорну пятницю більше понакуповує всякого гамна своїм рідним за святковими знижками!,1
"Хочу, щоб закон дозволяв обливати бензином і підпалювати тих, хто звертається до мене ""жінка"".",1
"Я був став забувати, чому саме Рома Скрипін гівноїд, аж раптом",1
"блять, сто тисяч людей вже 10 хвилин не може вмерти (с)",1
"Потенційним роботодавцям слід звикати, що я піздєц.",1
"Якби ми завжди твітили лиш те, шо хочемо, хуй би нас хто читав.",1
Вапше от удівітєльно живуча манера гомо постсовєтікус перейматися чужими піськами і вагою.,1
"Ну хто міг подумати, що вони виявляться гімном?",1
Хаххаха окей Ми жостка наєбали всіх,1
"да, тільки замість грабіжників за моїм рукожопством спостерігали однокли, лол",1
"   до сраки той розчин, юзала його для ""когтєтки"" - не реагує",1
" ""пиздіти за життя"" піде?",1
"Цікаво чи бро то читає все, чи тупо лайкає на відєбись",1
"А хуй там, сама відкрила.",1
" бля, да це капєц) я на роботу болт кладу, на все , а їду у Львііів, бо не можу...)",1
Я вимикаю світло і посилаю все нахуй,1
"Одним ""гаспідаром"" менше, лишилося ще кілька.",1
як раз гуторили про ймовірність диктатури.юа RT : В сій фігні важно самим не перетвориться в Расєюшку - ДД,1
Кутєпов що не скаже - як в муку пердне.,1
Відкрий свій ломбард з блек-джеком і шлюхами,1
"там реально не так багато тих піздостраждань, ну от зовсім",1
" хай би дратівливі трахали ""вічних сонечок"", а за цим слідкували б ті, хто каже що всі проблеми від недотраху",1
"Бля Яке ж воно огидно гівняне, це підруснявлене старе гівно.",1
Та ти ахуєл Перед тим було на 4+,1
"Ви там всі упоротоніну в'єбали, чи шо?)",1
"Тобі похуй, тобі ж все рівно на все похуй",1
В кожній фірмі/компанії/холдінгу знайдеться свій мудак.,1
Ти сука хто вобше такий?,1
Дві новини: 1) я — космонавт 2) в потязі до Любліна ад пізди,1
 о так  Це все правда  Нам срака,1
"Луценко, що нокрав – може в декларацію, а борці нєєбацца – ні бгг",1
"Легко відвернути чиюсь смерть, повернути в невирішені проблеми, але потім нахуй забути про людину.",1
Веселий Пєтя - то піздєц твіттеру)),1
чого я люблю рускій рок? як так сталось бляха. - шо ти слухаєш? - рус..,1
"живуть сука, одним днем, якщо то взагалі життям назвати можна некогда ждать, сьйєбьонтамать пака брага доіграєт",1
"піздуй в метропаб, ти мені три пива висиш)",1
"Те відчуття, коли передчуваєш тонкий аромат грядущих пройобів і піздюлів від колег.",1
"Це ж твітер, тут всі їбануті",1
"Логікою і руками, що ростуть не з жопи, трубу що прорвало перетворили в звичайну трубу.",1
"Чому ІДІЛ не хоче взяти відповідальність за всю ту хуйню, що відбувалась зі мною минулого року?",1
Сьогодні уві сні нарешті трахнула НЕ колишнього!!!!,1
Т:Та бо ніби шльондру викликала і на ній щей відмітки хто її трахав і торкався!,1
"Коли в тебе охуєнні друзі, котрі знають що дарувати.",1
"Краще нічого не робити, ніж робити хуйово.",1
Ти зайшла до кімнати і вона може тоже така: блядство.,1
"Вкотре охуїваю, скільки у Львові російської мови, інколи навіть в Києві менше...",1
"Здається НАБУ ""ніколи до цього і ось знову"" обісралось.",1
"Стіпухаааааа, блєядь, ну де ти???",1
А звідки в Міли Йовович цицьки взялись?,1
"Давно помітив, коли все класно в особистому - хуйово на роботі і навпаки.",1
У цьому світі незмінний лише пездець,1
"Ох блєт, залунала пісню під яку я зазвичай катаю і аж ноги затремтіли....",1
"Бла, чую день буде хардовий шо піздєц)0)",1
Просто довго і безбожно мене їби.,1
"Просто треба було пам*ятати, що, якщо дозволяти собі емоції, реальності похуй на твої дедлайни.",1
Чому у дівчат з ахуєнними сраками маленькі сіськи?,1
"З такими простими питаннями заїбалась, а попереду ще адіще",1
"-Почали з очка, закінчили хуями.",1
та атмосфера дуже хуйова напастой дойобується щось тре він мене крики піски і всє діла,1
Ну вести твіттер то тобі не коників з гівна ліпити,1
"Можна і мені, щоб ""а чи треба"" стало сука нарешті старою звичкою(",1
"поки молоді не усвідомлять що до чого, там сидітимуть пердуни. є молоді амбітні до таких справ.",1
"Якого х#я ви йдете на _поступки_ абсолютно аморальним хуєсосам, що не хочуть декларування АБИ НЕ ПОКАЗУВАТИ джерела фінансування.",1
"Здається, вже справді час отримати профілактичних піздюлів.",1
"Називаю своїми людей, які ніхуя не мої.",1
#Педоси солідарні з Виликобретаньою!Але ми не будем висилать наших кацапів з села-вони нам нужні пасти череду!,1
. кароч нормальний такий мужик з народу не то що та залупа Шустер,1
Сказала людина з уїбанським юзернеймом.,1
Ніхуясє Ну я може перегнув Но минулого року рілу простий зошит єбаний за 40 грн купив,1
"Віддайте мені вже диплом, підори, і котіться в їбєня",1
Довелося послухати чек і знову подрочити.,1
"Ахуєнно, коли в тебе 9 пар на тиждень, 4 з яких ти вже проїбав, а 1 відміняють Нормас так))0)",1
"Не вистачає лише: ""мені 8, а не 15, довбаний ти касир.",1
"Але ж блядь, корупція тільки в Україні.",1
"Нехай мені насниться епізод з фільму Лінча, або те, як я дрочу чиїмись відрізаними пальцями, чи те, як достигають апельсини.",1
"Якщо сумно і піздєц, А надворі халадєц, ЖРИ ШОКОЛАД ГИИИИИИ",1
"- Це означає, шо пора перестать дрочить - Здохні от СПІДа, обмудок єбаний",1
"Подивившись на список предметів, можу сказати тільки одне: йоб вашу мать.",1
"Спершу випускають своїх піздюків грати на дорогу, а потім водії винні, що ті їм під колеса кинулися.",1
"Хто просрав окуляри, той я :/",1
"Коли друг заїбався читати мої твіти про ""Ромашку"" та кокосові шоколадки.",1
"Норм так - поки Україна слєганца «конфліктує» з Рашкою, тут є м‘ясокомбінат з красівих женщін.",1
того мене ви блять в сотку повели,1
як мінімум чувак на фотці хуйовий,1
емоції мене не тупу пізду перетворюють.,1
доця хуйні не скаже,1
Класно бо толком ніхуя не видно,1
"А ше смішно те, що пояснити чому я шлюха вона не може))0)",1
"Здається цю хуйню називають ""життя"", але я точно не впевнений",1
"Знаю охуєнну пісню, але не поділюсь з вами, бо ревнуватиму її.",1
+1 :D RT : Чо ви ниєте йобвпшу мать?,1
"Ну бля, є люди, котрі живуть в Житомирі, але тащяться по Берліну.",1
"Курам-голови рубать, Свиням-серце протикать, Козлам-різать горло вміло, Кролеві-молотком по тім'ю.",1
Краще б блять щось боліло.,1
Мені здається Шуфрич на #ТВі навалений.. тобто в гівно :),1
"Бо стільки їбанутих спогадів, догадок, висновків, думок - вони все зжирають.",1
"Скільки людей нахуй не посилай, а вони все рівно вертаються",1
Love is хуярити своєму йобарю найсмачніші в світі котлети.,1
а тим часом московські жебраки відмовляються брати милостиню рублями via,1
д: така риба водиться тільки в Полтавській області і в Майкла Джексона д: я в таку пизду блять піздєц блять,1
